model,image,outcome,left_conf,right_conf,too_far,latency_s,annotated_path
singlestage_sahi_v2_cascade,sub5_0.8m_right_occluded_turn_left_01_0019.png,left_only,0.2608,0.0,False,8.25787,sweep_out/singlestage_sahi_v2_cascade/annotated/sub5_0.8m_right_occluded_turn_left_01_0019__left_only.png
twostage_fixedzoom,sub5_0.8m_right_occluded_turn_left_01_0019.png,none,0.0,0.0,False,0.31212,
twostage_adaptivezoom,sub5_0.8m_right_occluded_turn_left_01_0019.png,none,0.0,0.0,False,0.31608,
tfake_landmark,sub5_0.8m_right_occluded_turn_left_01_0019.png,none,0.0,0.0,False,0.10192,
singlestage_sahi_v1,sub5_0.8m_right_occluded_turn_left_02_0020.png,left_only,0.3091,0.0,False,3.99889,sweep_out/singlestage_sahi_v1/annotated/sub5_0.8m_right_occluded_turn_left_02_0020__left_only.png
singlestage_sahi_v2_cascade,sub5_0.8m_right_occluded_turn_left_02_0020.png,none,0.0,0.0,False,8.1436,
twostage_fixedzoom,sub5_0.8m_right_occluded_turn_left_02_0020.png,none,0.0,0.0,False,0.31653,
twostage_adaptivezoom,sub5_0.8m_right_occluded_turn_left_02_0020.png,none,0.0,0.0,False,0.31837,
tfake_landmark,sub5_0.8m_right_occluded_turn_left_02_0020.png,none,0.0,0.0,False,0.10439,
singlestage_sahi_v1,sub5_0.8m_right_occluded_turn_left_03_0021.png,none,0.0,0.0,False,4.04375,
singlestage_sahi_v2_cascade,sub5_0.8m_right_occluded_turn_left_03_0021.png,none,0.0,0.0,False,8.88577,
twostage_fixedzoom,sub5_0.8m_right_occluded_turn_left_03_0021.png,none,0.0,0.0,False,0.38388,
twostage_adaptivezoom,sub5_0.8m_right_occluded_turn_left_03_0021.png,none,0.0,0.0,False,0.39085,
tfake_landmark,sub5_0.8m_right_occluded_turn_left_03_0021.png,none,0.0,0.0,False,0.12998,
singlestage_sahi_v1,sub5_0.8m_slight_left_01_0004.png,none,0.0,0.0,False,4.12124,
singlestage_sahi_v2_cascade,sub5_0.8m_slight_left_01_0004.png,none,0.0,0.0,False,8.97266,
twostage_fixedzoom,sub5_0.8m_slight_left_01_0004.png,none,0.0,0.0,False,0.31654,
twostage_adaptivezoom,sub5_0.8m_slight_left_01_0004.png,none,0.0,0.0,False,0.36629,
tfake_landmark,sub5_0.8m_slight_left_01_0004.png,none,0.0,0.0,False,0.14257,
singlestage_sahi_v1,sub5_0.8m_slight_left_02_0005.png,none,0.0,0.0,False,4.05575,
singlestage_sahi_v2_cascade,sub5_0.8m_slight_left_02_0005.png,none,0.0,0.0,False,9.01803,
twostage_fixedzoom,sub5_0.8m_slight_left_02_0005.png,none,0.0,0.0,False,0.31597,
twostage_adaptivezoom,sub5_0.8m_slight_left_02_0005.png,none,0.0,0.0,False,0.31944,
tfake_landmark,sub5_0.8m_slight_left_02_0005.png,none,0.0,0.0,False,0.10777,
singlestage_sahi_v1,sub5_0.8m_slight_left_03_0006.png,none,0.0,0.0,False,4.12881,
singlestage_sahi_v2_cascade,sub5_0.8m_slight_left_03_0006.png,none,0.0,0.0,False,8.8454,
twostage_fixedzoom,sub5_0.8m_slight_left_03_0006.png,none,0.0,0.0,False,0.3142,
twostage_adaptivezoom,sub5_0.8m_slight_left_03_0006.png,none,0.0,0.0,False,0.32494,
tfake_landmark,sub5_0.8m_slight_left_03_0006.png,none,0.0,0.0,False,0.10515,
singlestage_sahi_v1,sub5_0.8m_slight_right_01_0010.png,left_only,0.3222,0.0,False,4.14649,sweep_out/singlestage_sahi_v1/annotated/sub5_0.8m_slight_right_01_0010__left_only.png
singlestage_sahi_v2_cascade,sub5_0.8m_slight_right_01_0010.png,left_only,0.398,0.0,False,8.48681,sweep_out/singlestage_sahi_v2_cascade/annotated/sub5_0.8m_slight_right_01_0010__left_only.png
twostage_fixedzoom,sub5_0.8m_slight_right_01_0010.png,none,0.0,0.0,False,0.31109,
twostage_adaptivezoom,sub5_0.8m_slight_right_01_0010.png,none,0.0,0.0,False,0.38458,
tfake_landmark,sub5_0.8m_slight_right_01_0010.png,none,0.0,0.0,False,0.15879,
singlestage_sahi_v1,sub5_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,4.01232,
singlestage_sahi_v2_cascade,sub5_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,8.55781,
twostage_fixedzoom,sub5_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,0.38867,
twostage_adaptivezoom,sub5_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,0.38938,
tfake_landmark,sub5_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,0.12963,
singlestage_sahi_v1,sub5_0.8m_slight_right_03_0012.png,none,0.0,0.0,False,4.08149,
singlestage_sahi_v2_cascade,sub5_0.8m_slight_right_03_0012.png,left_only,0.2574,0.0,False,8.74312,sweep_out/singlestage_sahi_v2_cascade/annotated/sub5_0.8m_slight_right_03_0012__left_only.png
twostage_fixedzoom,sub5_0.8m_slight_right_03_0012.png,none,0.0,0.0,False,0.31893,
twostage_adaptivezoom,sub5_0.8m_slight_right_03_0012.png,none,0.0,0.0,False,0.3202,
tfake_landmark,sub5_0.8m_slight_right_03_0012.png,none,0.0,0.0,False,0.12638,
singlestage_sahi_v1,sub5_0.8m_straight_01_0001.png,none,0.0,0.0,False,4.06197,
singlestage_sahi_v2_cascade,sub5_0.8m_straight_01_0001.png,none,0.0,0.0,False,8.5813,
twostage_fixedzoom,sub5_0.8m_straight_01_0001.png,none,0.0,0.0,False,0.38598,
twostage_adaptivezoom,sub5_0.8m_straight_01_0001.png,none,0.0,0.0,False,0.3283,
tfake_landmark,sub5_0.8m_straight_01_0001.png,none,0.0,0.0,False,0.1407,
singlestage_sahi_v1,sub5_0.8m_straight_02_0002.png,none,0.0,0.0,False,4.11069,
singlestage_sahi_v2_cascade,sub5_0.8m_straight_02_0002.png,left_only,0.3314,0.0,False,8.31756,sweep_out/singlestage_sahi_v2_cascade/annotated/sub5_0.8m_straight_02_0002__left_only.png
twostage_fixedzoom,sub5_0.8m_straight_02_0002.png,none,0.0,0.0,False,0.39561,
twostage_adaptivezoom,sub5_0.8m_straight_02_0002.png,none,0.0,0.0,False,0.31569,
tfake_landmark,sub5_0.8m_straight_02_0002.png,none,0.0,0.0,False,0.10286,
singlestage_sahi_v1,sub5_0.8m_straight_03_0003.png,none,0.0,0.0,False,4.16554,
singlestage_sahi_v2_cascade,sub5_0.8m_straight_03_0003.png,left_only,0.3089,0.0,False,8.43327,sweep_out/singlestage_sahi_v2_cascade/annotated/sub5_0.8m_straight_03_0003__left_only.png
twostage_fixedzoom,sub5_0.8m_straight_03_0003.png,none,0.0,0.0,False,0.38998,
twostage_adaptivezoom,sub5_0.8m_straight_03_0003.png,none,0.0,0.0,False,0.39043,
tfake_landmark,sub5_0.8m_straight_03_0003.png,none,0.0,0.0,False,0.13024,
singlestage_sahi_v1,sub6_0.8m_left_occluded_turn_left_01_0022.png,none,0.0,0.0,False,4.08829,
singlestage_sahi_v2_cascade,sub6_0.8m_left_occluded_turn_left_01_0022.png,none,0.0,0.0,False,7.89517,
twostage_fixedzoom,sub6_0.8m_left_occluded_turn_left_01_0022.png,none,0.0,0.0,False,0.39312,
twostage_adaptivezoom,sub6_0.8m_left_occluded_turn_left_01_0022.png,none,0.0,0.0,False,0.39394,
tfake_landmark,sub6_0.8m_left_occluded_turn_left_01_0022.png,none,0.0,0.0,False,0.13186,
singlestage_sahi_v1,sub6_0.8m_left_occluded_turn_left_02_0023.png,none,0.0,0.0,False,3.9554,
singlestage_sahi_v2_cascade,sub6_0.8m_left_occluded_turn_left_02_0023.png,none,0.0,0.0,False,8.20213,
twostage_fixedzoom,sub6_0.8m_left_occluded_turn_left_02_0023.png,none,0.0,0.0,False,0.32977,
twostage_adaptivezoom,sub6_0.8m_left_occluded_turn_left_02_0023.png,none,0.0,0.0,False,0.39578,
tfake_landmark,sub6_0.8m_left_occluded_turn_left_02_0023.png,none,0.0,0.0,False,0.11107,
singlestage_sahi_v1,sub6_0.8m_left_occluded_turn_left_03_0024.png,none,0.0,0.0,False,4.10151,
singlestage_sahi_v2_cascade,sub6_0.8m_left_occluded_turn_left_03_0024.png,none,0.0,0.0,False,9.16577,
twostage_fixedzoom,sub6_0.8m_left_occluded_turn_left_03_0024.png,none,0.0,0.0,False,0.36788,
twostage_adaptivezoom,sub6_0.8m_left_occluded_turn_left_03_0024.png,none,0.0,0.0,False,0.38335,
tfake_landmark,sub6_0.8m_left_occluded_turn_left_03_0024.png,none,0.0,0.0,False,0.14898,
singlestage_sahi_v1,sub6_0.8m_left_occluded_turn_right_01_0016.png,none,0.0,0.0,False,4.02795,
singlestage_sahi_v2_cascade,sub6_0.8m_left_occluded_turn_right_01_0016.png,none,0.0,0.0,False,7.99437,
twostage_fixedzoom,sub6_0.8m_left_occluded_turn_right_01_0016.png,none,0.0,0.0,False,0.30827,
twostage_adaptivezoom,sub6_0.8m_left_occluded_turn_right_01_0016.png,none,0.0,0.0,False,0.31102,
tfake_landmark,sub6_0.8m_left_occluded_turn_right_01_0016.png,none,0.0,0.0,False,0.1029,
singlestage_sahi_v1,sub6_0.8m_left_occluded_turn_right_02_0017.png,none,0.0,0.0,False,3.98991,
singlestage_sahi_v2_cascade,sub6_0.8m_left_occluded_turn_right_02_0017.png,none,0.0,0.0,False,8.58056,
twostage_fixedzoom,sub6_0.8m_left_occluded_turn_right_02_0017.png,none,0.0,0.0,False,0.34388,
twostage_adaptivezoom,sub6_0.8m_left_occluded_turn_right_02_0017.png,none,0.0,0.0,False,0.38508,
tfake_landmark,sub6_0.8m_left_occluded_turn_right_02_0017.png,none,0.0,0.0,False,0.12485,
singlestage_sahi_v1,sub6_0.8m_left_occluded_turn_right_03_0018.png,none,0.0,0.0,False,4.07397,
singlestage_sahi_v2_cascade,sub6_0.8m_left_occluded_turn_right_03_0018.png,none,0.0,0.0,False,8.23005,
twostage_fixedzoom,sub6_0.8m_left_occluded_turn_right_03_0018.png,none,0.0,0.0,False,0.30867,
twostage_adaptivezoom,sub6_0.8m_left_occluded_turn_right_03_0018.png,none,0.0,0.0,False,0.30941,
tfake_landmark,sub6_0.8m_left_occluded_turn_right_03_0018.png,none,0.0,0.0,False,0.09827,
singlestage_sahi_v1,sub6_0.8m_near_left_01_0007.png,none,0.0,0.0,False,4.00139,
singlestage_sahi_v2_cascade,sub6_0.8m_near_left_01_0007.png,left_only,0.2659,0.0,False,8.58326,sweep_out/singlestage_sahi_v2_cascade/annotated/sub6_0.8m_near_left_01_0007__left_only.png
twostage_fixedzoom,sub6_0.8m_near_left_01_0007.png,none,0.0,0.0,False,0.38865,
twostage_adaptivezoom,sub6_0.8m_near_left_01_0007.png,none,0.0,0.0,False,0.35988,
tfake_landmark,sub6_0.8m_near_left_01_0007.png,none,0.0,0.0,False,0.0988,
singlestage_sahi_v1,sub6_0.8m_near_left_02_0008.png,none,0.0,0.0,False,3.94872,
singlestage_sahi_v2_cascade,sub6_0.8m_near_left_02_0008.png,none,0.0,0.0,False,8.43099,
twostage_fixedzoom,sub6_0.8m_near_left_02_0008.png,none,0.0,0.0,False,0.31158,
twostage_adaptivezoom,sub6_0.8m_near_left_02_0008.png,none,0.0,0.0,False,0.32341,
tfake_landmark,sub6_0.8m_near_left_02_0008.png,none,0.0,0.0,False,0.1078,
singlestage_sahi_v1,sub6_0.8m_near_left_03_0009.png,none,0.0,0.0,False,4.13125,
singlestage_sahi_v2_cascade,sub6_0.8m_near_left_03_0009.png,none,0.0,0.0,False,7.81862,
twostage_fixedzoom,sub6_0.8m_near_left_03_0009.png,none,0.0,0.0,False,0.31773,
twostage_adaptivezoom,sub6_0.8m_near_left_03_0009.png,none,0.0,0.0,False,0.31701,
tfake_landmark,sub6_0.8m_near_left_03_0009.png,none,0.0,0.0,False,0.10651,
singlestage_sahi_v1,sub6_0.8m_near_right_01_0013.png,none,0.0,0.0,False,4.0707,
singlestage_sahi_v2_cascade,sub6_0.8m_near_right_01_0013.png,none,0.0,0.0,False,8.28006,
twostage_fixedzoom,sub6_0.8m_near_right_01_0013.png,none,0.0,0.0,False,0.31359,
twostage_adaptivezoom,sub6_0.8m_near_right_01_0013.png,none,0.0,0.0,False,0.3127,
tfake_landmark,sub6_0.8m_near_right_01_0013.png,none,0.0,0.0,False,0.09895,
singlestage_sahi_v1,sub6_0.8m_near_right_02_0014.png,none,0.0,0.0,False,4.07008,
singlestage_sahi_v2_cascade,sub6_0.8m_near_right_02_0014.png,none,0.0,0.0,False,8.1895,
twostage_fixedzoom,sub6_0.8m_near_right_02_0014.png,none,0.0,0.0,False,0.30905,
twostage_adaptivezoom,sub6_0.8m_near_right_02_0014.png,none,0.0,0.0,False,0.31442,
tfake_landmark,sub6_0.8m_near_right_02_0014.png,none,0.0,0.0,False,0.09897,
singlestage_sahi_v1,sub6_0.8m_near_right_03_0015.png,none,0.0,0.0,False,4.08456,
singlestage_sahi_v2_cascade,sub6_0.8m_near_right_03_0015.png,none,0.0,0.0,False,8.3906,
twostage_fixedzoom,sub6_0.8m_near_right_03_0015.png,none,0.0,0.0,False,0.31753,
twostage_adaptivezoom,sub6_0.8m_near_right_03_0015.png,none,0.0,0.0,False,0.31944,
tfake_landmark,sub6_0.8m_near_right_03_0015.png,none,0.0,0.0,False,0.11805,
singlestage_sahi_v1,sub6_0.8m_right_occluded_turn_left_01_0019.png,none,0.0,0.0,False,4.03222,
singlestage_sahi_v2_cascade,sub6_0.8m_right_occluded_turn_left_01_0019.png,none,0.0,0.0,False,9.10468,
twostage_fixedzoom,sub6_0.8m_right_occluded_turn_left_01_0019.png,none,0.0,0.0,False,0.31115,
twostage_adaptivezoom,sub6_0.8m_right_occluded_turn_left_01_0019.png,none,0.0,0.0,False,0.31501,
tfake_landmark,sub6_0.8m_right_occluded_turn_left_01_0019.png,none,0.0,0.0,False,0.10267,
singlestage_sahi_v1,sub6_0.8m_right_occluded_turn_left_02_0020.png,none,0.0,0.0,False,4.10843,
singlestage_sahi_v2_cascade,sub6_0.8m_right_occluded_turn_left_02_0020.png,none,0.0,0.0,False,9.00332,
twostage_fixedzoom,sub6_0.8m_right_occluded_turn_left_02_0020.png,none,0.0,0.0,False,0.31753,
twostage_adaptivezoom,sub6_0.8m_right_occluded_turn_left_02_0020.png,none,0.0,0.0,False,0.31823,
tfake_landmark,sub6_0.8m_right_occluded_turn_left_02_0020.png,none,0.0,0.0,False,0.10572,
singlestage_sahi_v1,sub6_0.8m_right_occluded_turn_left_03_0021.png,none,0.0,0.0,False,4.09903,
singlestage_sahi_v2_cascade,sub6_0.8m_right_occluded_turn_left_03_0021.png,none,0.0,0.0,False,8.27326,
twostage_fixedzoom,sub6_0.8m_right_occluded_turn_left_03_0021.png,none,0.0,0.0,False,0.39637,
twostage_adaptivezoom,sub6_0.8m_right_occluded_turn_left_03_0021.png,none,0.0,0.0,False,0.38796,
tfake_landmark,sub6_0.8m_right_occluded_turn_left_03_0021.png,none,0.0,0.0,False,0.10481,
singlestage_sahi_v1,sub6_0.8m_right_occluded_turn_right_01_0025.png,none,0.0,0.0,False,4.0834,
singlestage_sahi_v2_cascade,sub6_0.8m_right_occluded_turn_right_01_0025.png,none,0.0,0.0,False,8.91058,
twostage_fixedzoom,sub6_0.8m_right_occluded_turn_right_01_0025.png,none,0.0,0.0,False,0.3874,
twostage_adaptivezoom,sub6_0.8m_right_occluded_turn_right_01_0025.png,none,0.0,0.0,False,0.3272,
tfake_landmark,sub6_0.8m_right_occluded_turn_right_01_0025.png,none,0.0,0.0,False,0.10014,
singlestage_sahi_v1,sub6_0.8m_right_occluded_turn_right_02_0026.png,none,0.0,0.0,False,4.03504,
singlestage_sahi_v2_cascade,sub6_0.8m_right_occluded_turn_right_02_0026.png,none,0.0,0.0,False,7.90173,
twostage_fixedzoom,sub6_0.8m_right_occluded_turn_right_02_0026.png,none,0.0,0.0,False,0.32009,
twostage_adaptivezoom,sub6_0.8m_right_occluded_turn_right_02_0026.png,none,0.0,0.0,False,0.31966,
tfake_landmark,sub6_0.8m_right_occluded_turn_right_02_0026.png,none,0.0,0.0,False,0.10757,
singlestage_sahi_v1,sub6_0.8m_right_occluded_turn_right_03_0027.png,none,0.0,0.0,False,4.18238,
singlestage_sahi_v2_cascade,sub6_0.8m_right_occluded_turn_right_03_0027.png,none,0.0,0.0,False,9.18816,
twostage_fixedzoom,sub6_0.8m_right_occluded_turn_right_03_0027.png,none,0.0,0.0,False,0.38408,
twostage_adaptivezoom,sub6_0.8m_right_occluded_turn_right_03_0027.png,none,0.0,0.0,False,0.3944,
tfake_landmark,sub6_0.8m_right_occluded_turn_right_03_0027.png,none,0.0,0.0,False,0.13628,
singlestage_sahi_v1,sub6_0.8m_slight_left_01_0004.png,none,0.0,0.0,False,4.04567,
singlestage_sahi_v2_cascade,sub6_0.8m_slight_left_01_0004.png,none,0.0,0.0,False,7.9014,
twostage_fixedzoom,sub6_0.8m_slight_left_01_0004.png,none,0.0,0.0,False,0.31633,
twostage_adaptivezoom,sub6_0.8m_slight_left_01_0004.png,none,0.0,0.0,False,0.31957,
tfake_landmark,sub6_0.8m_slight_left_01_0004.png,none,0.0,0.0,False,0.10406,
singlestage_sahi_v1,sub6_0.8m_slight_left_02_0005.png,none,0.0,0.0,False,4.17503,
singlestage_sahi_v2_cascade,sub6_0.8m_slight_left_02_0005.png,none,0.0,0.0,False,8.1076,
twostage_fixedzoom,sub6_0.8m_slight_left_02_0005.png,none,0.0,0.0,False,0.32132,
twostage_adaptivezoom,sub6_0.8m_slight_left_02_0005.png,none,0.0,0.0,False,0.31754,
tfake_landmark,sub6_0.8m_slight_left_02_0005.png,none,0.0,0.0,False,0.10356,
singlestage_sahi_v1,sub6_0.8m_slight_left_03_0006.png,none,0.0,0.0,False,4.0519,
singlestage_sahi_v2_cascade,sub6_0.8m_slight_left_03_0006.png,none,0.0,0.0,False,8.73297,
twostage_fixedzoom,sub6_0.8m_slight_left_03_0006.png,none,0.0,0.0,False,0.38578,
twostage_adaptivezoom,sub6_0.8m_slight_left_03_0006.png,none,0.0,0.0,False,0.38526,
tfake_landmark,sub6_0.8m_slight_left_03_0006.png,none,0.0,0.0,False,0.13159,
singlestage_sahi_v1,sub6_0.8m_slight_right_01_0010.png,none,0.0,0.0,False,4.03562,
singlestage_sahi_v2_cascade,sub6_0.8m_slight_right_01_0010.png,none,0.0,0.0,False,8.94559,
twostage_fixedzoom,sub6_0.8m_slight_right_01_0010.png,none,0.0,0.0,False,0.31714,
twostage_adaptivezoom,sub6_0.8m_slight_right_01_0010.png,none,0.0,0.0,False,0.31156,
tfake_landmark,sub6_0.8m_slight_right_01_0010.png,none,0.0,0.0,False,0.10425,
singlestage_sahi_v1,sub6_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,4.10043,
singlestage_sahi_v2_cascade,sub6_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,7.75992,
twostage_fixedzoom,sub6_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,0.33636,
twostage_adaptivezoom,sub6_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,0.39185,
tfake_landmark,sub6_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,0.12598,
singlestage_sahi_v1,sub6_0.8m_slight_right_03_0012.png,none,0.0,0.0,False,4.12663,
singlestage_sahi_v2_cascade,sub6_0.8m_slight_right_03_0012.png,none,0.0,0.0,False,8.45936,
twostage_fixedzoom,sub6_0.8m_slight_right_03_0012.png,none,0.0,0.0,False,0.31733,
twostage_adaptivezoom,sub6_0.8m_slight_right_03_0012.png,none,0.0,0.0,False,0.32036,
tfake_landmark,sub6_0.8m_slight_right_03_0012.png,none,0.0,0.0,False,0.11308,
singlestage_sahi_v1,sub6_0.8m_straight_01_0001.png,none,0.0,0.0,False,4.01787,
singlestage_sahi_v2_cascade,sub6_0.8m_straight_01_0001.png,none,0.0,0.0,False,8.30476,
twostage_fixedzoom,sub6_0.8m_straight_01_0001.png,none,0.0,0.0,False,0.38173,
twostage_adaptivezoom,sub6_0.8m_straight_01_0001.png,none,0.0,0.0,False,0.32436,
tfake_landmark,sub6_0.8m_straight_01_0001.png,none,0.0,0.0,False,0.10175,
singlestage_sahi_v1,sub6_0.8m_straight_02_0002.png,none,0.0,0.0,False,4.03215,
singlestage_sahi_v2_cascade,sub6_0.8m_straight_02_0002.png,none,0.0,0.0,False,8.44934,
twostage_fixedzoom,sub6_0.8m_straight_02_0002.png,none,0.0,0.0,False,0.31253,
twostage_adaptivezoom,sub6_0.8m_straight_02_0002.png,none,0.0,0.0,False,0.31243,
tfake_landmark,sub6_0.8m_straight_02_0002.png,none,0.0,0.0,False,0.12525,
singlestage_sahi_v1,sub6_0.8m_straight_03_0003.png,none,0.0,0.0,False,4.10924,
singlestage_sahi_v2_cascade,sub6_0.8m_straight_03_0003.png,none,0.0,0.0,False,8.53682,
twostage_fixedzoom,sub6_0.8m_straight_03_0003.png,none,0.0,0.0,False,0.31242,
twostage_adaptivezoom,sub6_0.8m_straight_03_0003.png,none,0.0,0.0,False,0.3156,
tfake_landmark,sub6_0.8m_straight_03_0003.png,none,0.0,0.0,False,0.09937,
singlestage_sahi_v1,sub6_1.2m_slight_left_01_0031.png,none,0.0,0.0,False,4.10041,
singlestage_sahi_v2_cascade,sub6_1.2m_slight_left_01_0031.png,none,0.0,0.0,False,7.87366,
twostage_fixedzoom,sub6_1.2m_slight_left_01_0031.png,none,0.0,0.0,False,0.34466,
twostage_adaptivezoom,sub6_1.2m_slight_left_01_0031.png,none,0.0,0.0,False,0.31163,
tfake_landmark,sub6_1.2m_slight_left_01_0031.png,none,0.0,0.0,False,0.09953,
singlestage_sahi_v1,sub6_1.2m_slight_left_02_0032.png,none,0.0,0.0,False,4.08604,
singlestage_sahi_v2_cascade,sub6_1.2m_slight_left_02_0032.png,none,0.0,0.0,False,7.74652,
twostage_fixedzoom,sub6_1.2m_slight_left_02_0032.png,none,0.0,0.0,False,0.31335,
twostage_adaptivezoom,sub6_1.2m_slight_left_02_0032.png,none,0.0,0.0,False,0.31636,
tfake_landmark,sub6_1.2m_slight_left_02_0032.png,none,0.0,0.0,False,0.09715,
singlestage_sahi_v1,sub6_1.2m_slight_left_03_0033.png,none,0.0,0.0,False,4.06655,
singlestage_sahi_v2_cascade,sub6_1.2m_slight_left_03_0033.png,none,0.0,0.0,False,8.1174,
twostage_fixedzoom,sub6_1.2m_slight_left_03_0033.png,none,0.0,0.0,False,0.3118,
twostage_adaptivezoom,sub6_1.2m_slight_left_03_0033.png,none,0.0,0.0,False,0.31234,
tfake_landmark,sub6_1.2m_slight_left_03_0033.png,none,0.0,0.0,False,0.1002,
singlestage_sahi_v1,sub6_1.2m_straight_01_0028.png,none,0.0,0.0,False,4.20538,
singlestage_sahi_v2_cascade,sub6_1.2m_straight_01_0028.png,none,0.0,0.0,False,8.95927,
twostage_fixedzoom,sub6_1.2m_straight_01_0028.png,none,0.0,0.0,False,0.36498,
twostage_adaptivezoom,sub6_1.2m_straight_01_0028.png,none,0.0,0.0,False,0.38022,
tfake_landmark,sub6_1.2m_straight_01_0028.png,none,0.0,0.0,False,0.12092,
singlestage_sahi_v1,sub6_1.2m_straight_02_0029.png,none,0.0,0.0,False,4.1419,
singlestage_sahi_v2_cascade,sub6_1.2m_straight_02_0029.png,none,0.0,0.0,False,8.0035,
twostage_fixedzoom,sub6_1.2m_straight_02_0029.png,none,0.0,0.0,False,0.32095,
twostage_adaptivezoom,sub6_1.2m_straight_02_0029.png,none,0.0,0.0,False,0.3201,
tfake_landmark,sub6_1.2m_straight_02_0029.png,none,0.0,0.0,False,0.10773,
singlestage_sahi_v1,sub6_1.2m_straight_03_0030.png,none,0.0,0.0,False,4.10101,
singlestage_sahi_v2_cascade,sub6_1.2m_straight_03_0030.png,none,0.0,0.0,False,8.47715,
twostage_fixedzoom,sub6_1.2m_straight_03_0030.png,none,0.0,0.0,False,0.31016,
twostage_adaptivezoom,sub6_1.2m_straight_03_0030.png,none,0.0,0.0,False,0.30923,
tfake_landmark,sub6_1.2m_straight_03_0030.png,none,0.0,0.0,False,0.09705,
